dataset,item,difficulty,SE
novelobjectmatching,X147,3.301348796,0.173514951
novelobjectmatching,X148,1.578567367,0.178982781
novelobjectmatching,X149,1.178074224,0.183660847
novelobjectmatching,X150,1.109044853,0.184604689
novelobjectmatching,X151,2.575138846,0.172992
novelobjectmatching,X152,-2.745064306,0.318203237
novelobjectmatching,X153,1.707729768,0.177758292
novelobjectmatching,X154,3.058546546,0.172885496
novelobjectmatching,X155,0.751502955,0.190162168
novelobjectmatching,X156,2.147589259,0.174598556
novelobjectmatching,X157,6.314588743,0.222881195
novelobjectmatching,X158,4.313587759,0.181163193
novelobjectmatching,X159,3.179716067,0.173142379
novelobjectmatching,X160,3.240463786,0.173314065
novelobjectmatching,X161,5.929853676,0.211039838
novelobjectmatching,X162,3.447897981,0.173088649
novelobjectmatching,X163,1.165734344,0.182944587
novelobjectmatching,X164,0.036817719,0.20481377
novelobjectmatching,X165,3.859239008,0.176711688
novelobjectmatching,X166,3.119084086,0.172999602
novelobjectmatching,X167,-0.419233975,0.216833159
novelobjectmatching,X168,1.367048631,0.18037561
novelobjectmatching,X169,-1.42598617,0.251359077
novelobjectmatching,X170,-0.230288557,0.211587243
novelobjectmatching,X171,2.848134041,0.171681123
novelobjectmatching,X172,0.205650819,0.200907166
novelobjectmatching,X173,2.549531563,0.172030279
novelobjectmatching,X174,-1.703365694,0.263577254
novelobjectmatching,X175,-0.517478319,0.21971449
novelobjectmatching,X176,0.517407486,0.19364991
novelobjectmatching,X177,-0.139231718,0.209194951
novelobjectmatching,X178,0.525112549,0.194277776
novelobjectmatching,X179,1.961073954,0.17574952
novelobjectmatching,X180,1.578567367,0.178982781
novelobjectmatching,X181,0.968654841,0.186651981
novelobjectmatching,X182,3.816524509,0.175365423
novelobjectmatching,X183,-0.722551952,0.226077715
novelobjectmatching,X184,2.248356779,0.173091056
novelobjectmatching,X185,-2.745064306,0.318203238
novelobjectmatching,X186,-0.519548011,0.219208642
novelobjectmatching,X187,-2.174660774,0.286218802
novelobjectmatching,X188,-2.961783734,0.331816815
novelobjectmatching,X189,-1.055550463,0.237454655
novelobjectmatching,X190,-2.961783734,0.331816815
novelobjectmatching,X191,0.897198657,0.187760562
novelobjectmatching,X192,0.886965471,0.187083697
novelobjectmatching,X193,-0.941074299,0.232921072
novelobjectmatching,X194,2.209230946,0.174278651
novelobjectmatching,X195,0.968654841,0.186651981
novelobjectmatching,X196,-0.326536568,0.213601982
novelobjectmatching,X197,-2.00555535,0.277503588
novelobjectmatching,X198,-3.209769069,0.348369076
novelobjectmatching,X199,-0.421752104,0.216316682
novelobjectmatching,X200,-4.535030304,0.458337592
novelobjectmatching,X201,-1.701157156,0.263186809
novelobjectmatching,X202,-2.961783734,0.331816815
novelobjectmatching,X203,-0.830618938,0.229127283
novelobjectmatching,X204,0.368162928,0.197412221
novelobjectmatching,X205,-2.536723877,0.30582454
novelobjectmatching,X206,2.187579079,0.173391991
novelobjectmatching,X207,3.508673715,0.173389337
novelobjectmatching,X208,4.395636521,0.181179321
novelobjectmatching,X209,2.392895504,0.173502258
novelobjectmatching,X210,-2.740468016,0.317895412
novelobjectmatching,X211,-1.562136183,0.257408551
novelobjectmatching,X212,2.209230946,0.174278651
novelobjectmatching,X213,4.069083814,0.177559209
novelobjectmatching,X214,2.429517209,0.172367394
novelobjectmatching,X215,2.816921253,0.172712699
novelobjectmatching,X216,-2.1712431,0.285867916
novelobjectmatching,X217,-0.139231718,0.209194951
novelobjectmatching,X218,0.032001761,0.204245637
novelobjectmatching,X219,0.968654841,0.186651981
novelobjectmatching,X220,-2.966766442,0.332109294
novelobjectmatching,X221,-2.961783734,0.331816815
novelobjectmatching,X222,-2.008573503,0.277868003
novelobjectmatching,X223,-1.297423809,0.246179419
novelobjectmatching,X224,0.205650819,0.200907166
novelobjectmatching,X225,-0.233714534,0.211049831
novelobjectmatching,X226,0.886965471,0.187083697
novelobjectmatching,X227,-0.050242728,0.206940557
novelobjectmatching,X228,2.331861302,0.173730978
novelobjectmatching,X229,-1.42598617,0.251359077
novelobjectmatching,X230,-2.00555535,0.277503588
novelobjectmatching,X231,-2.351530634,0.295576235
novelobjectmatching,X232,-0.829872696,0.229600468
novelobjectmatching,X233,-2.961783734,0.331816815
novelobjectmatching,X234,-4.128528649,0.420455198
novelobjectmatching,X235,-0.323566356,0.214128977
novelobjectmatching,X236,1.49817197,0.178887523
novelobjectmatching,X237,-0.620131957,0.222294565
novelobjectmatching,X238,-0.618507068,0.222789662
novelobjectmatching,X239,-1.427370078,0.251774347
novelobjectmatching,X240,-2.740468016,0.317895412
novelobjectmatching,X241,-1.427370078,0.251774347
novelobjectmatching,X242,0.74229471,0.189504887
novelobjectmatching,X243,0.287646743,0.199111675
novelobjectmatching,X244,2.248356779,0.173091056
novelobjectmatching,X245,0.815114776,0.188262497
novelobjectmatching,X246,0.122076767,0.20280539
novelobjectmatching,X247,-1.174615712,0.241849225
novelobjectmatching,X248,0.525112549,0.194277776
novelobjectmatching,X249,-2.966766442,0.332109294
novelobjectmatching,X250,1.24638589,0.182767124
novelobjectmatching,X251,-4.535030304,0.458337592
novelobjectmatching,X252,-0.72373568,0.225593501
novelobjectmatching,X253,-1.849244398,0.269985548
novelobjectmatching,X254,1.381020638,0.181121862
novelobjectmatching,X255,1.447420969,0.18036663
novelobjectmatching,X256,-0.054591505,0.206382584
novelobjectmatching,X257,3.608611535,0.174971204
novelobjectmatching,X258,-0.941074299,0.232921072
novelobjectmatching,X259,-0.054591505,0.206382584
novelobjectmatching,X260,0.032001761,0.204245637
novelobjectmatching,X261,0.440077275,0.195184731
novelobjectmatching,X262,-0.421752104,0.216316682
novelobjectmatching,X263,1.49817197,0.178887523
novelobjectmatching,X264,-1.297423809,0.246179419
novelobjectmatching,X265,8.232603629,0.305813281
novelobjectmatching,X266,0.032001761,0.204245637
novelobjectmatching,X267,-0.940761811,0.233383067
novelobjectmatching,X268,-2.351530634,0.295576235
novelobjectmatching,X269,0.968654841,0.186651981
novelobjectmatching,X270,-0.519548011,0.219208642
novelobjectmatching,X271,-0.618507068,0.222789662
novelobjectmatching,X272,-0.421752104,0.216316682
novelobjectmatching,X273,-0.519548011,0.219208642
novelobjectmatching,X274,0.67714892,0.191461823
novelobjectmatching,X275,-0.143117194,0.208647217
novelobjectmatching,X276,-1.701157156,0.263186809
novelobjectmatching,X277,5.489743773,0.200980363
novelobjectmatching,X278,-1.174072158,0.241410161
novelobjectmatching,X279,0.368162928,0.197412221
novelobjectmatching,X280,-1.427370078,0.251774347
novelobjectmatching,X281,-0.940761811,0.233383067
novelobjectmatching,X282,-0.323566356,0.214128977
novelobjectmatching,X283,-1.427370078,0.251774347
novelobjectmatching,X284,-0.054591505,0.206382584
novelobjectmatching,X285,-0.618507068,0.222789662
novelobjectmatching,X286,-3.20440306,0.348092555
novelobjectmatching,X287,1.165734344,0.182944587
novelobjectmatching,X288,0.525112549,0.194277776
novelobjectmatching,X289,0.361437818,0.196804082
novelobjectmatching,X290,0.205650819,0.200907166
novelobjectmatching,X291,-1.851859552,0.27036314
novelobjectmatching,X292,-3.775798131,0.390931136
novelobjectmatching,X293,-0.054591505,0.206382584
novelobjectmatching,X294,-1.297423809,0.246179419
novelobjectmatching,X295,-1.849244398,0.269985548
novelobjectmatching,X296,-1.562136183,0.257408551
novelobjectmatching,X297,0.122076767,0.20280539
novelobjectmatching,X298,-3.775798131,0.390931136
novelobjectmatching,X299,-2.008573503,0.277868003
novelobjectmatching,X300,0.361437818,0.196804082
novelobjectmatching,X301,-2.1712431,0.285867916
novelobjectmatching,X302,-0.050242728,0.206940557
novelobjectmatching,X303,-0.419233975,0.216833159
novelobjectmatching,X304,-1.703365694,0.263577254
novelobjectmatching,X305,-1.055432995,0.237004027
novelobjectmatching,X306,3.733274813,0.175774328
novelobjectmatching,X307,-2.966766442,0.332109294
novelobjectmatching,X308,-2.1712431,0.285867916
novelobjectmatching,X309,1.69092932,0.176960544
novelobjectmatching,X310,-1.174072158,0.241410161
novelobjectmatching,X311,0.525112549,0.194277776
novelobjectmatching,X312,-2.00555535,0.277503588
novelobjectmatching,X313,-1.055550463,0.237454655
novelobjectmatching,X314,1.039253861,0.185600914
novelobjectmatching,X315,-1.427370078,0.251774347
novelobjectmatching,X316,-0.618507068,0.222789662
novelobjectmatching,X317,0.116789669,0.202227168
novelobjectmatching,X318,-2.740468016,0.317895412
novelobjectmatching,X319,0.116789669,0.202227168
novelobjectmatching,X320,1.771645035,0.177202668
orev_bohn2024,X1,-1.150418252,0.418928521
orev_bohn2024,X2,-1.522136991,0.508922957
orev_bohn2024,X3,3.844001983,0.105085847
orev_bohn2024,X4,1.692423306,0.130949667
orev_bohn2024,X5,-0.503152709,0.302912384
orev_bohn2024,X6,-2.774285756,1.004561506
orev_bohn2024,X7,-2.1507367,0.713564588
orev_bohn2024,X8,-2.1507367,0.713564588
orev_bohn2024,X9,-2.774285756,1.004561506
orev_bohn2024,X10,4.003851121,0.106246636
orev_bohn2024,X11,-0.77406158,0.346010952
orev_bohn2024,X12,3.602460437,0.104116635
orev_bohn2024,X13,2.342111335,0.114211616
orev_bohn2024,X14,3.548506064,0.104026487
orev_bohn2024,X15,-0.88397153,0.365626198
orev_bohn2024,X16,-1.783865387,0.585170223
orev_bohn2024,X17,0.287610958,0.211665921
orev_bohn2024,X18,-2.1507367,0.713564588
orev_bohn2024,X19,-0.585493774,0.315264761
orev_bohn2024,X20,3.036664399,0.105437798
orev_bohn2024,X21,-1.783865387,0.585170223
orev_bohn2024,X22,2.743375108,0.108129461
orev_bohn2024,X23,-2.1507367,0.713564588
orev_bohn2024,X24,3.494645332,0.103982025
orev_bohn2024,X25,-1.522136991,0.508922957
orev_bohn2024,X26,3.13124392,0.104866918
orev_bohn2024,X27,1.438731773,0.140296995
orev_bohn2024,X28,-1.783865387,0.585170223
orev_bohn2024,X29,2.058719749,0.1203633
orev_bohn2024,X30,-2.774285756,1.004561506
orev_bohn2024,X31,-0.585493774,0.315264761
orev_bohn2024,X32,1.925085196,0.123858771
orev_bohn2024,X33,2.445177406,0.112369249
orev_bohn2024,X34,-1.522136991,0.508922957
orev_bohn2024,X35,0.996563538,0.161352056
orev_bohn2024,X36,-0.88397153,0.365626198
orev_bohn2024,X37,1.692423306,0.130949667
orev_bohn2024,X38,0.394467069,0.202496437
orev_bohn2024,X39,3.052512082,0.105332205
orev_bohn2024,X40,-2.774285756,1.004561506
orev_bohn2024,X41,-2.1507367,0.713564588
orev_bohn2024,X42,-2.1507367,0.713564588
orev_bohn2024,X43,-2.774285756,1.004561506
orev_bohn2024,X44,-2.1507367,0.713564588
orev_bohn2024,X45,0.460530724,0.197138471
orev_bohn2024,X46,-2.774285756,1.004561506
orev_bohn2024,X47,0.794336916,0.173365705
pirlsmissing_sirt,X1,-1.000738097,0.052332583
pirlsmissing_sirt,X2,-0.19966577,0.046853343
pirlsmissing_sirt,X3,-0.502757824,0.047373119
pirlsmissing_sirt,X4,1.820394566,0.051144012
pirlsmissing_sirt,X5,0.319313829,0.043382707
pirlsmissing_sirt,X6,-0.447784631,0.046907661
pirlsmissing_sirt,X7,0.257857646,0.043584089
pirlsmissing_sirt,X8,0.832971512,0.047507687
pirlsmissing_sirt,X9,2.311687605,0.057965172
pirlsmissing_sirt,X10,0.735584871,0.046562732
pirlsmissing_sirt,X11,0.155505457,0.04386907
pirlsmissing_sirt,X12,0.924266469,0.045177365
pirlsmissing_sirt,X13,0.064019543,0.044275371
pirlsmissing_sirt,X14,1.305663624,0.048070262
pirlsmissing_sirt,X15,-0.243777657,0.050699106
pirlsmissing_sirt,X16,0.056260608,0.049361893
pirlsmissing_sirt,X17,0.394985556,0.047921819
pirlsmissing_sirt,X18,-0.695637427,0.054206954
pirlsmissing_sirt,X19,-0.013192596,0.045667707
pirlsmissing_sirt,X20,-0.546179509,0.04773864
pirlsmissing_sirt,X21,-0.620028405,0.049083212
pirlsmissing_sirt,X22,-1.054107514,0.054737404
pirlsmissing_sirt,X23,0.79304462,0.042894972
pirlsmissing_sirt,X24,0.597829961,0.04410333
pirlsmissing_sirt,X25,-0.830690744,0.051434906
pirlsmissing_sirt,X26,-0.772104364,0.051874582
pirlsmissing_sirt,X27,-0.93347421,0.051930983
pirlsmissing_sirt,X28,-1.187360849,0.056848771
pirlsmissing_sirt,X29,-1.583904875,0.06215139
pirlsmissing_sirt,X30,-0.372041255,0.046769956
pirlsmissing_sirt,X31,-0.068943833,0.04501102
pirlsmissing_sirt,X32,-1.794113971,0.066794303
pirlsmissing_sirt,X33,0.186576733,0.046051196
pirlsmissing_sirt,X34,1.083710667,0.045526683
pirlsmissing_sirt,X35,1.026830264,0.045276559
pisa2003_problem_solving,X1,-0.729416376,0.057840306
pisa2003_problem_solving,X2,0.327848854,0.050976032
pisa2003_problem_solving,X3,0.423115891,0.05107663
pisa2003_problem_solving,X4,-0.603182624,0.058850165
pisa2003_problem_solving,X5,0.497415576,0.051645295
pisa2003_problem_solving,X6,-0.50665505,0.061429285
pisa2003_problem_solving,X7,0.403836476,0.052019338
pisa2003_problem_solving,X8,0.187037252,0.054624684
pisa2003_science,X1,-0.253970457,0.049622142
pisa2003_science,X2,1.203862356,0.058087489
pisa2003_science,X3,-0.42767982,0.045730829
pisa2003_science,X4,0.333178351,0.044729839
pisa2003_science,X5,-0.367650234,0.045512787
pisa2003_science,X6,0.555042994,0.045370228
pisa2003_science,X7,0.179711305,0.049362864
pisa2003_science,X8,1.316226004,0.053141748
pisa2003_science,X9,-0.485666464,0.047129449
pisa2003_science,X10,0.830904737,0.046564765
pisa2003_science,X11,0.282113471,0.045060275
pisa2003_science,X12,0.750263416,0.046428942
pisa2003_science,X13,-1.062049811,0.050863187
pisa2003_science,X14,0.177429224,0.045069232
pisa2003_science,X15,-0.723125516,0.048143185
pisa2003_science,X16,-0.290636135,0.045391194
pisa2003_science,X17,-2.177046991,0.063263651
pisa2003_science,X18,-1.004907746,0.051232737
pisa2003_science,X19,0.345932646,0.053082799
pisa2003_science,X20,-0.052484413,0.046956042
pisa2003_science,X21,-0.62984291,0.052164172
pisa2003_science,X22,0.501102467,0.050144997
pisa2003_science,X23,1.037299101,0.047665921
pisa2003_science,X24,0.46109957,0.046548794
pisa2003_science,X25,-0.353210299,0.046641319
pisa2003_science,X26,-0.81558931,0.052243779
pisa2003_science,X27,-0.800817264,0.051820678
pisa2003_science,X28,-0.009395651,0.046019091
pisa2003_science,X29,1.824857031,0.053476185
pisa2003_science,X30,-0.344949655,0.046003812
PMT_Trzcinska_2023_finans,X1,-0.166073887,0.776697733
PMT_Trzcinska_2023_finans,X2,-0.624009349,0.857541797
PMT_Trzcinska_2023_finans,X3,0.339327569,0.738002013
PMT_Trzcinska_2023_finans,X4,-0.166073887,0.776697733
PMT_Trzcinska_2023_finans,X5,0.217389771,0.742995458
PMT_Trzcinska_2023_finans,X6,-0.306190122,0.796263784
PMT_Trzcinska_2023_finans,X7,0.705629906,0.740622428
PMT_Trzcinska_2023_PMT,X1,0.671367015,0.14357241
PMT_Trzcinska_2023_PMT,X2,2.771068373,0.1524476
PMT_Trzcinska_2023_PMT,X3,0.797080482,0.14368073
PMT_Trzcinska_2023_PMT,X4,-0.529079916,0.14521545
PMT_Trzcinska_2023_PMT,X5,-0.0831525,0.144037761
PMT_Trzcinska_2023_PMT,X6,1.239620627,0.144485204
PMT_Trzcinska_2023_PMT,X7,0.860021964,0.143754916
PMT_Trzcinska_2023_PMT,X8,1.239620627,0.144485204
PMT_Trzcinska_2023_PMT,X9,-1.874711234,0.15293444
PMT_Trzcinska_2023_PMT,X10,2.560385773,0.150864562
PMT_Trzcinska_2023_PMT,X11,-1.386830787,0.149399133
PMT_Trzcinska_2023_PMT,X12,-1.523904975,0.150306272
PMT_Trzcinska_2023_PMT,X13,0.106103584,0.143741185
PMT_Trzcinska_2023_PMT,X14,-2.860439294,0.162758961
PMT_Trzcinska_2023_PMT,X15,-0.40088402,0.144807762
PMT_Trzcinska_2023_PMT,X16,-0.918855289,0.146800463
PMT_Trzcinska_2023_PMT,X17,0.420285136,0.143514913
PMT_Trzcinska_2023_PMT,X18,0.106103584,0.143741185
PMT_Trzcinska_2023_PMT,X19,1.176060454,0.144329034
PMT_Trzcinska_2023_PMT,X20,0.483042066,0.143509446
PMT_Trzcinska_2023_PMT,X21,-0.273370413,0.144457666
PMT_Trzcinska_2023_PMT,X22,0.043104574,0.143826508
PMT_Trzcinska_2023_PMT,X23,0.734199482,0.143619913
PMT_Trzcinska_2023_PMT,X24,1.559885715,0.145480507
PMT_Trzcinska_2023_PMT,X25,2.151076692,0.148240298
PMT_Trzcinska_2023_PMT,X26,-3.366367101,0.169267881
PMT_Trzcinska_2023_PMT,X27,1.176060454,0.144329034
PMT_Trzcinska_2023_PMT,X28,0.357517543,0.143533609
PMT_Trzcinska_2023_PMT,X29,-5.36943253,0.205974287
PMT_Trzcinska_2023_PMT,X30,-1.662751084,0.15129347
PMT_Trzcinska_2023_PMT,X31,-0.722888971,0.145938345
PMT_Trzcinska_2023_PMT,X32,1.239620627,0.144485204
PMT_Trzcinska_2023_PMT,X33,-0.624597645,0.402366382
PMT_Trzcinska_2023_PMT,X34,1.32131597,0.398726322
PMT_Trzcinska_2023_PMT,X35,-1.130499182,0.408944099
PMT_Trzcinska_2023_PMT,X36,-0.624597645,0.402366382
PMT_Trzcinska_2023_PMT,X37,-0.624597645,0.402366382
PMT_Trzcinska_2023_PMT,X38,-0.132116047,0.398226663
PMT_Trzcinska_2023_PMT,X39,4.670812018,0.474107689
PMT_Trzcinska_2023_PMT,X40,2.323648078,0.410102286
PMT_Trzcinska_2023_PMT,X41,-0.624597645,0.402366382
PMT_Trzcinska_2023_PMT,X42,0.83558589,0.396460822
PMT_Trzcinska_2023_PMT,X43,-0.132116047,0.398226663
PMT_Trzcinska_2023_PMT,X44,-1.130499182,0.408944099
PMT_Trzcinska_2023_PMT,X45,0.352831902,0.396294076
PMT_Trzcinska_2023_PMT,X46,-2.211914227,0.431202744
PMT_Trzcinska_2023_PMT,X47,-0.624597645,0.402366382
PMT_Trzcinska_2023_PMT,X48,-2.211914227,0.431202744
PMT_Trzcinska_2023_PMT,X49,-0.132116047,0.398226663
PMT_Trzcinska_2023_PMT,X50,-0.624597645,0.402366382
PMT_Trzcinska_2023_PMT,X51,2.853086141,0.419829764
PMT_Trzcinska_2023_PMT,X52,0.352831902,0.396294076
PMT_Trzcinska_2023_PMT,X53,0.83558589,0.396460822
PMT_Trzcinska_2023_PMT,X54,0.352831902,0.396294076
PMT_Trzcinska_2023_PMT,X55,1.32131597,0.398726322
PMT_Trzcinska_2023_PMT,X56,2.323648078,0.410102286
PMT_Trzcinska_2023_PMT,X57,2.853086141,0.419829764
PMT_Trzcinska_2023_PMT,X58,-3.459484994,0.471746348
PMT_Trzcinska_2023_PMT,X59,1.815369451,0.403197084
PMT_Trzcinska_2023_PMT,X60,1.815369451,0.403197084
PMT_Trzcinska_2023_PMT,X61,-3.459484994,0.471746348
PMT_Trzcinska_2023_PMT,X62,-1.656731214,0.418350075
PMT_Trzcinska_2023_PMT,X63,-1.130499182,0.408944099
PMT_Trzcinska_2023_PMT,X64,-2.211914227,0.431202744
polca_carcinoma,X1,-0.319913153,0.409865222
polca_carcinoma,X2,-0.717317525,0.416431461
polca_carcinoma,X3,0.293289618,0.408841042
polca_carcinoma,X4,0.662604683,0.418811632
polca_carcinoma,X5,-0.471861417,0.411946732
polca_carcinoma,X6,0.873110947,0.429645411
polca_carcinoma,X7,-0.319913153,0.409865222
preschool_sel,X1,-2.720436235,0.11582628
preschool_sel,X2,-2.091668867,0.100232046
preschool_sel,X3,-1.403753504,0.086291203
preschool_sel,X4,-2.061820127,0.097354878
preschool_sel,X5,-2.837460163,0.123345993
preschool_sel,X6,-2.618687529,0.115296587
preschool_sel,X7,-2.092265251,0.099999154
preschool_sel,X8,-0.048878214,0.081468223
preschool_sel,X9,-1.840425943,0.094655988
preschool_sel,X10,-1.020592034,0.083591566
preschool_sel,X11,-3.984611828,0.183794698
preschool_sel,X12,-2.039822901,0.097582393
preschool_sel,X13,-2.917745212,0.123276357
preschool_sel,X14,-2.927161848,0.123862317
preschool_sel,X15,-1.512255573,0.08812959
preschool_sel,X16,-3.114906897,0.133273069
preschool_sel,X17,-1.916278731,0.094918951
preschool_sel,X18,-2.193845313,0.101121696
preschool_sel,X19,-1.726614287,0.091422919
preschool_sel,X20,-0.943880934,0.082444034
preschool_sel,X21,-0.894293493,0.115729286
preschool_sel,X22,-0.68432598,0.115226125
preschool_sel,X23,-1.564985116,0.127472843
preschool_sel,X24,-1.922629851,0.136852019
preschool_sel,X25,0.164156896,0.117312326
preschool_sel,X26,-0.05880607,0.115663418
preschool_sel,X27,-0.51980062,0.115130709
preschool_sel,X28,-0.649914697,0.115445777
preschool_sel,X29,-0.276401289,0.114567172
preschool_sel,X30,-0.475886032,0.114607127
preschool_sel,X31,0.300356363,0.119399664
preschool_sel,X32,-1.368941505,0.123367099
preschool_sel,X33,-0.992218396,0.117465574
preschool_sel,X34,-1.054366009,0.118660686
preschool_sel,X35,-0.758100775,0.116259282
preschool_sel,X36,-0.73219335,0.11586214
preschool_sel,X37,-1.337473784,0.122330065
preschool_sel,X38,0.798764603,0.128113532
preschool_sel,X39,-0.636567985,0.115493418
preschool_sel,X40,-2.008868245,0.139632876
preschool_sel,X41,-0.534846779,0.114734235
preschool_sel,X42,-0.712072132,0.115516844
preschool_sel,X43,0.402403299,0.120793394
preschool_sel,X44,-1.854330661,0.134895116
preschool_sel,X45,-2.007864629,0.10663803
preschool_sel,X46,-2.045421405,0.107648949
preschool_sel,X47,-0.806909719,0.090027132
preschool_sel,X48,-0.718247415,0.089846534
preschool_sel,X49,-1.307336432,0.094294944
preschool_sel,X50,-1.357700767,0.094679074
preschool_sel,X51,-1.036145704,0.091734123
preschool_sel,X52,-1.131496089,0.092470597
preschool_sel,X53,-0.741889787,0.089416424
preschool_sel,X54,-0.948064952,0.090868908
preschool_sel,X55,-1.004151955,0.091038499
preschool_sel,X56,-0.874329928,0.090073993
preschool_sel,X57,-0.583034645,0.088726106
preschool_sel,X58,-0.800485911,0.089626788
preschool_sel,X59,-0.174362684,0.088674527
preschool_sel,X60,-0.368919473,0.088433934
preschool_sel,X61,-0.479014335,0.088511125
preschool_sel,X62,-0.734030214,0.089286084
preschool_sel,X63,-0.504967493,0.088551809
preschool_sel,X64,-0.654976781,0.088956064
preschool_sel,X65,1.208560911,0.098305127
preschool_sel,X66,0.98770505,0.093853431
preschool_sel,X67,1.275006986,0.099802286
preschool_sel,X68,1.278367182,0.099788562
preschool_sel,X69,1.091810721,0.096163509
preschool_sel,X70,1.059641109,0.096006578
preschool_sel,X71,1.14151429,0.097301299
preschool_sel,X72,1.149369887,0.097691219
preschool_sel,X73,1.203647512,0.09894363
preschool_sel,X74,0.210188774,0.107810161
preschool_sel,X75,0.227347014,0.108575142
preschool_sel,X76,-0.1348151,0.106929041
preschool_sel,X77,-0.068865033,0.106859838
preschool_sel,X78,-0.006964228,0.106506912
preschool_sel,X79,-0.762862205,0.107443174
preschool_sel,X80,-1.09648895,0.111591031
preschool_sel,X81,-1.467966403,0.117097473
preschool_sel,X82,-1.535645406,0.117446881
preschool_sel,X83,-0.340720669,0.105970662
preschool_sel,X84,0.45107462,0.111537244
preschool_sel,X85,-0.029216593,0.107033275
preschool_sel,X86,-0.666067675,0.106628084
preschool_sel,X87,0.368776254,0.11024953
preschool_sel,X88,1.034105426,0.12235022
preschool_sel,X89,0.281374124,0.109405132
preschool_sel,X90,-1.510554677,0.116988451
preschool_sel,X91,-1.404866702,0.115304539
preschool_sel,X92,-1.140292501,0.112175271
preschool_sel,X93,-1.903269064,0.127567424
preschool_sel,X94,-0.792401096,0.107516454
preschool_sel,X95,0.110784225,0.107512228
preschool_sel,X96,-1.309538468,0.114762685
preschool_sel,X97,-0.861452128,0.10865185
preschool_sel,X98,1.216916225,0.099594788
preschool_sel,X99,-0.810584412,0.08442406
preschool_sel,X100,-0.458958407,0.083426263
preschool_sel,X101,-0.333814535,0.083277167
preschool_sel,X102,-0.096236041,0.084664466
preschool_sel,X103,-0.387491568,0.083410343
preschool_sel,X104,-0.226924159,0.083860001
preschool_sel,X105,-0.791306763,0.084083757
preschool_sel,X106,-0.603929835,0.084042596
preschool_sel,X107,-0.678983479,0.083963481
preschool_sel,X108,-0.518959707,0.083782804
preschool_sel,X109,-0.259984167,0.083666334
preschool_sel,X110,-0.276402299,0.083639608
preschool_sel,X111,-0.510020289,0.083076932
preschool_sel,X112,-0.320251681,0.083396721
preschool_sel,X113,-1.41958175,0.087991806
preschool_sel,X114,-1.536000506,0.089932605
preschool_sel,X115,-1.586076368,0.091996325
preschool_sel,X116,-1.769764616,0.094353158
preschool_sel,X117,-1.844988511,0.09462314
preschool_sel,X118,-2.035174227,0.099322179
preschool_sel,X119,-1.499830787,0.089421871
preschool_sel,X120,-1.683029952,0.092903009
preschool_sel,X121,-2.168748601,0.101747893
preschool_sel,X122,-3.058173754,0.136733859
preschool_sel,X123,-1.59418847,0.090792068
preschool_sel,X124,-1.24758768,0.08719069
preschool_sel,X125,0.534719037,0.086538076
preschool_sel,X126,-1.590877896,0.091103972
preschool_sel,X127,-1.592493401,0.091823774
preschool_sel,X128,-0.07600987,0.082909765
preschool_sel,X129,-0.715686971,0.083462916
preschool_sel,X130,-1.963283521,0.095601533
preschool_sel,X131,-1.309762658,0.085602256
preschool_sel,X132,-0.537391872,0.08077097
preschool_sel,X133,-0.802107638,0.081642911
preschool_sel,X134,-0.412023266,0.080630801
preschool_sel,X135,0.02268627,0.081533132
preschool_sel,X136,0.258827292,0.083982447
preschool_sel,X137,0.231142479,0.084201525
preschool_sel,X138,0.546970963,0.087037837
preschool_sel,X139,0.221797152,0.084213357
preschool_sel,X140,-1.95382199,0.096061569
preschool_sel,X141,-1.496110134,0.088282629
preschool_sel,X142,-0.573978856,0.081282385
preschool_sel,X143,-0.742063406,0.081805287
preschool_sel,X144,-1.108908211,0.084120334
preschool_sel,X145,-0.977062075,0.084901958
preschool_sel,X146,-0.204188112,0.082374939
preschool_sel,X147,-0.851484194,0.08417055
preschool_sel,X148,-0.007361657,0.087663647
preschool_sel,X149,0.065294493,0.087897403
preschool_sel,X150,1.332558874,0.103345426
preschool_sel,X151,1.332973201,0.107092382
preschool_sel,X152,2.034612481,0.128560527
preschool_sel,X153,1.692507156,0.11711272
preschool_sel,X154,2.315504061,0.141587034
preschool_sel,X155,1.19935851,0.134502008
preschool_sel,X156,2.348830952,0.180395428
preschool_sel,X157,2.688397703,0.20249355
preschool_sel,X158,3.133623037,0.24058418
preschool_sel,X159,1.682524241,0.117906912
preschool_sel,X160,1.615420288,0.116214558
preschool_sel,X161,1.697598739,0.118846563
preschool_sel,X162,2.846847287,0.190236493
preschool_sel,X163,3.557941555,0.255050287
preschool_sel,X164,3.495959041,0.248541856
preschool_sel,X165,2.648372701,0.177655874
preschool_sel,X166,3.825945108,0.288738287
preschool_sel,X167,4.079670733,0.326564647
preschool_sel,X168,3.741752884,0.279106426
preschool_sel,X169,3.901235592,0.299798424
preschool_sel,X170,2.739672711,0.221847664
preschool_sel,X171,2.629129899,0.259560046
preschool_sel,X172,3.741157879,0.398194823
preschool_sel,X173,5.68420901,1.008721521
preschool_sel,X174,2.666723803,0.26627688
preschool_sel,X175,3.161053028,0.45269675
preschool_sel,X176,3.753174198,0.621052634
preschool_sel,X177,2.418384927,0.400599498
preschool_sel,X178,2.943191382,0.465269511
preschool_sel,X179,2.943191382,0.465269511
preschool_sel,X180,3.731428656,0.622450545
preschool_sel,X181,2.943191382,0.465269511
preschool_sel,X182,2.749891225,0.438532546
